,State,City,Location,Store Type,Address,Endpoint
202,New Jersey,Chester,Streets of Chester,"Women's Only,Men's Only","270 Us-206 ,Chester, NJ 07930",https://bananarepublic.gap.com/stores/nj/chester/
203,New Jersey,Denville,Shoppes @ Union Hill,Shoes,"3056 State Route 10 Ste Q,Denville, NJ 07834-3488",https://bananarepublic.gap.com/stores/nj/denville/
204,New Jersey,Edgewater,Citypl@The Promenade,Shoes,"225 River Rd Space A-4,Edgewater, NJ 07020-1004",https://bananarepublic.gap.com/stores/nj/edgewater/
205,New Jersey,Edison,MENLO PARK MALL,,"519 Menlo Park 519,Edison, NJ 08837-2428",https://bananarepublic.gap.com/stores/nj/edison/
206,New Jersey,Elizabeth,JERSEY GARDENS,"Factory Store,Petites,Women's Only,Men's Only","1000 Kapkowski Road Ste 1024,Elizabeth, NJ 07201-2935",https://bananarepublic.gap.com/stores/nj/elizabeth/
207,New Jersey,Hackensack,RIVERSIDE SQUARE,Shoes,"1 Riverside Square Space 253,Hackensack, NJ 07601",https://bananarepublic.gap.com/stores/nj/hackensack/
208,New Jersey,Jackson,JACKSON PREMIUM,"Factory Store,Women's Only,Men's Only","537 Monmouth Road Ste 108,Jackson, NJ 08527-5363",https://bananarepublic.gap.com/stores/nj/jackson/
209,New Jersey,Marlton,SAGEMOORE,Shoes,"500 Route 73 South Ste A-1,Marlton, NJ 08053",https://bananarepublic.gap.com/stores/nj/marlton/
210,New Jersey,North Brunswick,Shoppes @N.Brunswick,,"511 Shoppes Blvd ,North Brunswick, NJ 08902",https://bananarepublic.gap.com/stores/nj/northbrunswick/
211,New Jersey,Paramus,Garden State Plaza,"Baby,Shoes","1 Garden State Plaza Space L1-2,Paramus, NJ 07652",https://bananarepublic.gap.com/stores/nj/paramus/
212,New Jersey,Paramus,BERGEN TOWN CENTER,"Factory Store,Women's Only,Men's Only","655 Bergen Town Center Ste 33,Paramus, NJ 07652-5012",https://bananarepublic.gap.com/stores/nj/paramus/
213,New Jersey,Princeton,MARKETFAIR,,"3535 Us Highway 1 Ste 124,Princeton, NJ 08540-5970",https://bananarepublic.gap.com/stores/nj/princeton/
214,New Jersey,Sea Girt,Brook 35 Plaza,Baby,"2150 Highway 35 Spaces E14-16,Sea Girt, NJ 08750",https://bananarepublic.gap.com/stores/nj/seagirt/
215,New Jersey,Short Hills,Short Hills Mall,"Baby,Shoes","1200 Morris Turnpike Ste 203,Short Hills, NJ 07078",https://bananarepublic.gap.com/stores/nj/shorthills/
216,New Jersey,Shrewsbury,Grove (The),,"525 Route 35 ,Shrewsbury, NJ 07702",https://bananarepublic.gap.com/stores/nj/shrewsbury/
217,New Jersey,Tinton Falls,JERSEY SHORE PREMIUM,"Factory Store,Petites,Women's Only,Men's Only","One Premium Outlets Blvd ,Tinton Falls, NJ 07753",https://bananarepublic.gap.com/stores/nj/tintonfalls/
218,New Jersey,Wayne,WILLOWBROOK - NJ,Shoes,"1605 Willowbrook Mall Ste 1605,Wayne, NJ 07470-6907",https://bananarepublic.gap.com/stores/nj/wayne/
219,New Jersey,Westfield,Central Av-Westfield,,"137 Central Ave ,Westfield, NJ 07090-2285",https://bananarepublic.gap.com/stores/nj/westfield/
220,New Jersey,Woodcliff Lake,TICE'S CORNER,Shoes,"407 Chestnut Ridge Rd Ste 7,Woodcliff Lake, NJ 07677-7679",https://bananarepublic.gap.com/stores/nj/woodclifflake/
221,New Mexico,Albuquerque,ABQ UPTOWN,,"2240 Q Street Ne Suite 10a,Albuquerque, NM 87110",https://bananarepublic.gap.com/stores/nm/albuquerque/
222,New York,Albany,Crossgates Mall,,"1 Crossgates Mall Rd Space A-211,Albany, NY 12203",https://bananarepublic.gap.com/stores/ny/albany/
223,New York,Astoria,STEINWAY ST-ASTORIA,Factory Store,"31-02 Steinway St ,Astoria, NY 11103",https://bananarepublic.gap.com/stores/ny/astoria/
224,New York,Brooklyn,BAY RIDGE,Factory Store,"422 86th Street ,Brooklyn, NY 11209",https://bananarepublic.gap.com/stores/ny/brooklyn/
225,New York,Brooklyn,485 FULTON STREET,"Factory Store,Women's Only,Men's Only","485 Fulton Street ,Brooklyn, NY 11201",https://bananarepublic.gap.com/stores/ny/brooklyn/
226,New York,Central Valley,Woodbury Common,"Factory Store,Petites,Women's Only,Men's Only","454 Dune Rd ,Central Valley, NY 10917",https://bananarepublic.gap.com/stores/ny/centralvalley/
227,New York,Deer Park,Tanger Deer Park,"Factory Store,Petites","665 The Arches Circle ,Deer Park, NY 11729-7062",https://bananarepublic.gap.com/stores/ny/deerpark/
228,New York,Forest Hills,AUSTIN ST-FOREST HLS,Factory Store,"71-18 Austin St ,Forest Hills, NY 11375",https://bananarepublic.gap.com/stores/ny/foresthills/
229,New York,Garden City,GALLERY@WESTBURY PLZ,Factory Store,"1060b Old Country Road ,Garden City, NY 11530-2147",https://bananarepublic.gap.com/stores/ny/gardencity/
230,New York,Garden City,ROOSEVELT FIELD,"Baby,Women's Only,Men's Only","630 Old Country Rd Ste 2047,Garden City, NY 11530-3453",https://bananarepublic.gap.com/stores/ny/gardencity/
231,New York,Jackson Heights,JACKSON HEIGHTS,Factory Store,"37-15 82nd Street ,Jackson Heights, NY 11372",https://bananarepublic.gap.com/stores/ny/jacksonheights/
232,New York,Lake George,FRENCH MTN COMMONS,"Factory Store,Petites","1439 State Route 9 ,Lake George, NY 12845-3421",https://bananarepublic.gap.com/stores/ny/lakegeorge/
233,New York,New York,261 125TH ST. HARLEM,Factory Store,"261 125th Street ,New York, NY 10027",https://bananarepublic.gap.com/stores/ny/newyork/
234,New York,New York,GRAND CENTRAL TERM,,"107 E. 42nd Street ,New York, NY 10017",https://bananarepublic.gap.com/stores/ny/newyork/
235,New York,New York,Rockefeller Center,Baby,"626 5th Ave ,New York, NY 10020",https://bananarepublic.gap.com/stores/ny/newyork/
236,New York,New York,World Trade Center,,"101 Liberty St #1420,New York, NY 10006-1403",https://bananarepublic.gap.com/stores/ny/newyork/
237,New York,New York,34th & Fifth,Factory Store,"17 W. 34th Street ,New York, NY 10001",https://bananarepublic.gap.com/stores/ny/newyork/
238,New York,New York,FLATIRON,"BR Home,Baby","105 5th Ave ,New York, NY 10003-1010",https://bananarepublic.gap.com/stores/ny/newyork/
239,New York,New York,Broadway @ Prince-NY,,"552 & 556 Broadway ,New York, NY 10012",https://bananarepublic.gap.com/stores/ny/newyork/
240,New York,New York,SOHO Pop-Up,BR Home,"515 Broadway ,New York, NY 10012",https://bananarepublic.gap.com/stores/ny/newyork/
241,New York,Niagara Falls,NIAGARA FALLS,"Factory Store,Petites,Women's Only,Men's Only","1840 Military Road ,Niagara Falls, NY 14304-1772",https://bananarepublic.gap.com/stores/ny/niagarafalls/
242,New York,Oceanside,SANDS (THE),Factory Store,"3515 Long Beach Road Space 26,Oceanside, NY 11572-5701",https://bananarepublic.gap.com/stores/ny/oceanside/
